CONSECUTIVO,LETRA,CATALOG_KEY,NOMBRE,DIA_CRONICOS,DIA_CAINFANTIL,LSEX,LINF,LSUP,CLAVE_PROGRAMA_SIS,CLAVE_CAPITULO ,CAPITULO ,ES_SUIVE_MORB ,EPI_CLAVE ,EPI_CLAVE_DESC 2024,TIPO_PERSONAL_1VEZ_CE,TIPO_PERSONAL_SUBSEC_CE,VALIDO_SM,VALIDO_SB,VALIDO_PF
80,A,A170,MENINGITIS TUBERCULOSA,NO,NO,NO,028D,120A,1,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,SI,44,MENINGITIS TUBERCULOSA,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
81,A,A171,TUBERCULOMA MENÍNGEO,NO,NO,NO,028D,120A,1,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,SI,45,TUBERCULOSIS OTRAS FORMAS,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
82,A,A178,OTRAS TUBERCULOSIS DEL SISTEMA NERVIOSO,NO,NO,NO,028D,120A,1,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,SI,45,TUBERCULOSIS OTRAS FORMAS,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
83,A,A179,"TUBERCULOSIS DEL SISTEMA NERVIOSO, NO ESPECIFICADA",NO,NO,NO,028D,120A,1,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,SI,45,TUBERCULOSIS OTRAS FORMAS,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
84,A,A180,TUBERCULOSIS DE HUESOS Y ARTICULACIONES,NO,NO,NO,028D,120A,1,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,SI,45,TUBERCULOSIS OTRAS FORMAS,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
85,A,A181,TUBERCULOSIS DEL APARATO GENITOURINARIO,NO,NO,NO,028D,120A,1,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,SI,45,TUBERCULOSIS OTRAS FORMAS,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
86,A,A182,LINFADENOPATÍA PERIFÉRICA TUBERCULOSA,NO,NO,NO,028D,120A,1,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,SI,45,TUBERCULOSIS OTRAS FORMAS,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
87,A,A183,"TUBERCULOSIS DE LOS INTESTINOS, EL PERITONEO Y LOS GANGLIOS MESENTÉRICOS",NO,NO,NO,028D,120A,1,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,SI,45,TUBERCULOSIS OTRAS FORMAS,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
88,A,A184,TUBERCULOSIS DE LA PIEL Y EL TEJIDO SUBCUTÁNEO,NO,NO,NO,028D,120A,1,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,SI,45,TUBERCULOSIS OTRAS FORMAS,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
89,A,A185,TUBERCULOSIS DEL OJO,NO,NO,NO,028D,120A,1,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,SI,45,TUBERCULOSIS OTRAS FORMAS,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
90,A,A186,TUBERCULOSIS DEL OÍDO,NO,NO,NO,028D,120A,1,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,SI,45,TUBERCULOSIS OTRAS FORMAS,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
91,A,A187,TUBERCULOSIS DE GLÁNDULAS SUPRARRENALES,NO,NO,NO,028D,120A,1,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,SI,45,TUBERCULOSIS OTRAS FORMAS,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
92,A,A188,TUBERCULOSIS DE OTROS ÓRGANOS ESPECIFICADOS,NO,NO,NO,028D,120A,1,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,SI,45,TUBERCULOSIS OTRAS FORMAS,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
93,A,A190,TUBERCULOSIS MILIAR AGUDA DE UN SOLO SITIO ESPECIFICADO,NO,NO,NO,028D,120A,1,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,SI,45,TUBERCULOSIS OTRAS FORMAS,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
94,A,A191,TUBERCULOSIS MILIAR AGUDA DE SITIOS MÚLTIPLES,NO,NO,NO,028D,120A,1,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,SI,45,TUBERCULOSIS OTRAS FORMAS,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
95,A,A192,"TUBERCULOSIS MILIAR AGUDA, NO ESPECIFICADA",NO,NO,NO,028D,120A,1,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,SI,45,TUBERCULOSIS OTRAS FORMAS,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
96,A,A198,OTRAS TUBERCULOSIS MILIARES,NO,NO,NO,028D,120A,1,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,SI,45,TUBERCULOSIS OTRAS FORMAS,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
97,A,A199,"TUBERCULOSIS MILIAR, SIN OTRA ESPECIFICACIÓN",NO,NO,NO,028D,120A,1,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,SI,45,TUBERCULOSIS OTRAS FORMAS,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29,20,5,6",NO,NO,NO
98,A,A210,TULAREMIA ULCEROGLANDULAR,NO,NO,NO,NO,NO,1,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
99,A,A211,TULAREMIA OCULOGLANDULAR,NO,NO,NO,NO,NO,1,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
100,A,A212,TULAREMIA PULMONAR,NO,NO,NO,NO,NO,1,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
101,A,A213,TULAREMIA GASTROINTESTINAL,NO,NO,NO,NO,NO,1,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
102,A,A217,TULAREMIA GENERALIZADA,NO,NO,NO,NO,NO,1,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
103,A,A218,OTRAS FORMAS DE TULAREMIA,NO,NO,NO,NO,NO,1,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
104,A,A219,"TULAREMIA, NO ESPECIFICADA",NO,NO,NO,NO,NO,1,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
105,A,A220,CARBUNCO CUTÁNEO,NO,NO,NO,NO,NO,1,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,NO,A22,ANTRAX,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
106,A,A221,CARBUNCO PULMONAR,NO,NO,NO,NO,NO,1,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,NO,A22,ANTRAX,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
107,A,A222,CARBUNCO GASTROINTESTINAL,NO,NO,NO,NO,NO,1,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,NO,A22,ANTRAX,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
108,A,A227,CARBUNCO SÉPTICO,NO,NO,NO,NO,NO,1,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,NO,A22,ANTRAX,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
109,A,A228,OTRAS FORMAS DE CARBUNCO,NO,NO,NO,NO,NO,1,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,NO,A22,ANTRAX,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
110,A,A229,"CARBUNCO, NO ESPECIFICADO",NO,NO,NO,NO,NO,1,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,NO,A22,ANTRAX,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
111,A,A230,BRUCELOSIS DEBIDA A BRUCELLA MELITENSIS,NO,NO,NO,NO,NO,1,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,SI,29,BRUCELOSIS,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
112,A,A231,BRUCELOSIS DEBIDA A BRUCELLA ABORTUS,NO,NO,NO,NO,NO,1,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,SI,29,BRUCELOSIS,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
113,A,A232,BRUCELOSIS DEBIDA A BRUCELLA SUIS,NO,NO,NO,NO,NO,1,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,SI,29,BRUCELOSIS,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
114,A,A233,BRUCELOSIS DEBIDA A BRUCELLA CANIS,NO,NO,NO,NO,NO,1,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,SI,29,BRUCELOSIS,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
115,A,A238,OTRAS BRUCELOSIS,NO,NO,NO,NO,NO,1,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,SI,29,BRUCELOSIS,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
116,A,A239,"BRUCELOSIS, NO ESPECIFICADA",NO,NO,NO,NO,NO,1,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,SI,29,BRUCELOSIS,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
117,A,A240,MUERMO,NO,NO,NO,NO,NO,1,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
118,A,A241,MELIOIDOSIS AGUDA Y FULMINANTE,NO,NO,NO,NO,NO,1,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
119,A,A242,MELIOIDOSIS SUBAGUDA Y CRÓNICA,NO,NO,NO,NO,NO,1,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
120,A,A243,OTRAS MELIOIDOSIS,NO,NO,NO,NO,NO,1,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
121,A,A244,"MELIOIDOSIS, NO ESPECIFICADA",NO,NO,NO,NO,NO,1,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
122,A,A250,ESPIRILOSIS,NO,NO,NO,NO,NO,1,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
123,A,A251,ESTREPTOBACILOSIS,NO,NO,NO,NO,NO,1,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
124,A,A259,"FIEBRE POR MORDEDURA DE RATA, NO ESPECIFICADA",NO,NO,NO,NO,NO,1,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,NO,NO,NO,"1,2,3,4,5,6,9,11,19,20,22,24,25,27,29","1,2,3,4,5,6,9,11,19,20,22,24,25,27,29",NO,NO,NO
125,A,A260,ERISIPELOIDE CUTÁNEO,NO,NO,NO,NO,NO,1,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
126,A,A267,SEPSIS POR ERYSIPELOTHRIX,NO,NO,NO,NO,NO,1,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
127,A,A268,OTRAS FORMAS DE ERISIPELOIDE,NO,NO,NO,NO,NO,1,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
128,A,A269,"ERISIPELOIDE, NO ESPECIFICADA",NO,NO,NO,NO,NO,1,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
129,A,A270,LEPTOSPIROSIS ICTEROHEMORRÁGICA,NO,NO,NO,NO,NO,1,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,SI,102,LEPTOSPIROSIS,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
130,A,A278,OTRAS FORMAS DE LEPTOSPIROSIS,NO,NO,NO,NO,NO,1,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,SI,102,LEPTOSPIROSIS,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
131,A,A279,"LEPTOSPIROSIS, NO ESPECIFICADA",NO,NO,NO,NO,NO,1,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,SI,102,LEPTOSPIROSIS,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
132,A,A280,PASTEURELOSIS,NO,NO,NO,NO,NO,1,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
133,A,A281,ENFERMEDAD POR RASGUÑO DE GATO,NO,NO,NO,NO,NO,1,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
134,A,A282,YERSINIOSIS EXTRAINTESTINAL,NO,NO,NO,NO,NO,1,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
135,A,A288,"OTRAS ENFERMEDADES ZOONÓTICAS BACTERIANAS ESPECIFICADAS, NO CLASIFICADAS EN OTRA PARTE",NO,NO,NO,NO,NO,1,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
136,A,A289,"ENFERMEDAD ZOONÓTICA BACTERIANA, SIN OTRA ESPECIFICACIÓN",NO,NO,NO,NO,NO,1,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
137,A,A300,LEPRA INDETERMINADA,NO,NO,NO,010A,120A,1,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,SI,73,LEPRA,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
138,A,A301,LEPRA TUBERCULOIDE,NO,NO,NO,010A,120A,1,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,SI,73,LEPRA,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
139,A,A302,LEPRA TUBERCULOIDE LIMÍTROFE,NO,NO,NO,010A,120A,1,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,SI,73,LEPRA,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
140,A,A303,LEPRA LIMÍTROFE,NO,NO,NO,010A,120A,1,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,SI,73,LEPRA,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
141,A,A304,LEPRA LEPROMATOSA LIMÍTROFE,NO,NO,NO,010A,120A,1,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,SI,73,LEPRA,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
142,A,A305,LEPRA LEPROMATOSA,NO,NO,NO,010A,120A,1,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,SI,73,LEPRA,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
143,A,A308,OTRAS FORMAS DE LEPRA,NO,NO,NO,010A,120A,1,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,SI,73,LEPRA,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
144,A,A309,"LEPRA, NO ESPECIFICADA",NO,NO,NO,010A,120A,1,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,SI,73,LEPRA,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
145,A,A310,INFECCIONES POR MICOBACTERIAS PULMONARES,NO,NO,NO,NO,NO,1,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
146,A,A311,INFECCIÓN CUTÁNEA POR MICOBACTERIAS,NO,NO,NO,NO,NO,1,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
147,A,A318,OTRAS INFECCIONES POR MICOBACTERIAS,NO,NO,NO,NO,NO,1,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
148,A,A319,"INFECCIÓN POR MICOBACTERIA, NO ESPECIFICADA",NO,NO,NO,NO,NO,1,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
149,A,A320,LISTERIOSIS CUTÁNEA,NO,NO,NO,028D,120A,1,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
150,A,A321,MENINGITIS Y MENINGOENCEFALITIS LISTERIANA,NO,NO,NO,028D,120A,1,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
151,A,A327,SEPSIS LISTERIANA,NO,NO,NO,028D,120A,1,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
152,A,A328,OTRAS FORMAS DE LISTERIOSIS,NO,NO,NO,028D,120A,1,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
153,A,A329,"LISTERIOSIS, NO ESPECIFICADA",NO,NO,NO,028D,120A,1,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
154,A,A33X,TÉTANOS NEONATAL,NO,NO,NO,000H,027D,1,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,SI,86,TETANOS NEONATAL,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
155,A,A34X,TÉTANOS OBSTÉTRICO,NO,NO,MUJER,009A,059A,1,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,SI,85,TETANOS,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
156,A,A35X,OTROS TÉTANOS,NO,NO,NO,028D,120A,1,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,SI,85,TETANOS,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
157,A,A360,DIFTERIA FARÍNGEA,NO,NO,NO,NO,NO,1,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,SI,82,DIFTERIA,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
158,A,A361,DIFTERIA NASOFARÍNGEA,NO,NO,NO,NO,NO,1,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,SI,82,DIFTERIA,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
159,A,A362,DIFTERIA LARÍNGEA,NO,NO,NO,NO,NO,1,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,SI,82,DIFTERIA,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
160,A,A363,DIFTERIA CUTÁNEA,NO,NO,NO,NO,NO,1,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,SI,82,DIFTERIA,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
161,A,A368,OTRAS DIFTERIAS,NO,NO,NO,NO,NO,1,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,SI,82,DIFTERIA,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
162,A,A369,"DIFTERIA, NO ESPECIFICADA",NO,NO,NO,NO,NO,1,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,SI,82,DIFTERIA,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
163,A,A370,TOS FERINA DEBIDA A BORDETELLA PERTUSSIS,NO,NO,NO,NO,NO,1,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,SI,83,TOS FERINA,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
164,A,A371,TOS FERINA DEBIDA A BORDETELLA PARAPERTUSSIS,NO,NO,NO,NO,NO,1,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,SI,83,TOS FERINA,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
165,A,A378,TOS FERINA DEBIDA A OTRAS ESPECIES DE BORDETELLA,NO,NO,NO,NO,NO,1,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,SI,83,TOS FERINA,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
166,A,A379,"TOS FERINA, NO ESPECIFICADA",NO,NO,NO,NO,NO,1,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,SI,83,TOS FERINA,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
167,A,A38X,ESCARLATINA,NO,NO,NO,NO,NO,1,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,SI,34,ESCARLATINA,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29,20,5,6",NO,NO,NO
168,A,A390,MENINGITIS MENINGOCÓCICA,NO,NO,NO,NO,NO,1,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,SI,40,MENINGITIS MENINGOCOCICA,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
169,A,A391,SÍNDROME DE WATERHOUSE-FRIDERICHSEN,NO,NO,NO,NO,NO,1,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
170,A,A392,MENINGOCOCEMIA AGUDA,NO,NO,NO,NO,NO,1,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
171,A,A393,MENINGOCOCEMIA CRÓNICA,NO,NO,NO,NO,NO,1,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
172,A,A394,"MENINGOCOCEMIA, NO ESPECIFICADA",NO,NO,NO,NO,NO,1,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
173,A,A395,ENFERMEDAD CARDÍACA DEBIDA A MENINGOCOCO,NO,NO,NO,NO,NO,1,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
174,A,A398,OTRAS FORMAS DE ENFERMEDAD MENINGOCÓCICA,NO,NO,NO,NO,NO,1,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
175,A,A399,"ENFERMEDAD MENINGOCÓCICA, NO ESPECIFICADA",NO,NO,NO,NO,NO,1,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
176,A,A400,"SEPSIS DEBIDA A ESTREPTOCOCO, GRUPO A",NO,NO,NO,028D,120A,1,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
