clues,sub_abreviacion,tip_abreviacion,nombre_unidad,en_operacion,id_entidad_federativa,tipo_unidad,institucion
BCSSA018355,99,ANT,CENTRO ANTIRRABICO ENSENADA,1,02,3,SSA
BCSSA018360,P03,P,UNIDAD MÓVIL DE DETECCIÓN DE CÁNCER EN LA MUJER (#598),1,02,1,SSA
BCSSA018372,P03,P,UNIDAD MÓVIL DE DETECCIÓN DE CÁNCER EN LA MUJER (#599),1,02,1,SSA
BCSSA018384,P03,P,MÓDULO ROSA PARA LA DETECCIÓN DE CÁNCER EN LA MUJER,1,02,1,SSA
BSIMB000013,99,I,CENTRO DE SALUD CIUDAD CONSTITUCIÓN,1,03,1,IMB
BSIMB000025,99,B,CENTRO DE SALUD PUERTO ADOLFO LÓPEZ MATEOS,1,03,1,IMB
BSIMB000030,99,A,CENTRO DE SALUD BENITO JUÁREZ,1,03,1,IMB
BSIMB000042,99,F,CENTRO DE SALUD CIUDAD INSURGENTES,1,03,1,IMB
BSIMB000054,99,A,CENTRO DE SALUD LA POZA GRANDE,1,03,1,IMB
BSIMB000066,99,A,CENTRO DE SALUD LA PURÍSIMA,1,03,1,IMB
BSIMB000071,99,E,CENTRO DE SALUD PUERTO SAN CARLOS,1,03,1,IMB
BSIMB000083,99,A,CENTRO DE SALUD SAN ISIDRO,1,03,1,IMB
BSIMB000095,99,A,CENTRO DE SALUD SANTO DOMINGO,1,03,1,IMB
BSIMB000100,99,A,CENTRO DE SALUD VILLA MORELOS,1,03,1,IMB
BSIMB000112,99,A,CENTRO DE SALUD VILLA IGNACIO ZARAGOZA,1,03,1,IMB
BSIMB000124,99,E,CENTRO DE SALUD ADÁN G. VELARDE,1,03,1,IMB
BSIMB000136,99,D,CENTRO DE SALUD BAHÍA TORTUGAS,1,03,1,IMB
BSIMB000141,99,F,CENTRO DE SALUD GUERRERO NEGRO,1,03,1,IMB
BSIMB000153,99,A,CENTRO DE SALUD GUSTAVO DÍAZ ORDAZ,1,03,1,IMB
BSIMB000165,99,F,CENTRO DE SALUD HEROICA MULEGÉ,1,03,1,IMB
BSIMB000170,99,B,CENTRO DE SALUD SAN IGNACIO,1,03,1,IMB
BSIMB000182,99,F,CENTRO DE SALUD VILLA ALBERTO A. ALVARADO ARAMBURO,1,03,1,IMB
BSIMB000194,99,F,"CENTRO DE SALUD OLACHEA, LA PAZ",1,03,1,IMB
BSIMB000206,99,F,"CENTRO DE SALUD 8 DE OCTUBRE, LA PAZ",1,03,1,IMB
BSIMB000211,99,D,"CENTRO DE SALUD FLORES MAGÓN, LA PAZ",1,03,1,IMB
BSIMB000223,99,D,"CENTRO DE SALUD EL MEZQUITITO, LA PAZ",1,03,1,IMB
BSIMB000235,99,F,"CENTRO DE SALUD LÁZARO CÁRDENAS, LA PAZ",1,03,1,IMB
BSIMB000240,99,E,CENTRO DE SALUD EL CENTENARIO,1,03,1,IMB
BSIMB000252,99,D,CENTRO DE SALUD CHAMETLA,1,03,1,IMB
BSIMB000264,99,B,CENTRO DE SALUD LAS POCITAS,1,03,1,IMB
BSIMB000276,99,B,CENTRO DE SALUD LOS BARRILES,1,03,1,IMB
BSIMB000281,99,E,CENTRO DE SALUD EL PESCADERO,1,03,1,IMB
BSIMB000293,99,B,CENTRO DE SALUD LOS PLANES,1,03,1,IMB
BSIMB000305,99,A,CENTRO DE SALUD SAN ANTONIO,1,03,1,IMB
BSIMB000310,99,A,CENTRO DE SALUD SAN BARTOLO,1,03,1,IMB
BSIMB000322,99,A,CENTRO DE SALUD EL SARGENTO,1,03,1,IMB
BSIMB000334,99,D,CENTRO DE SALUD CALAFIA,1,03,1,IMB
BSIMB000346,99,M,HOSPITAL GENERAL RAÚL A. CARRILLO,1,03,2,IMB
BSIMB000351,99,J,CENTRO DE SALUD SAN JOSÉ DEL CABO,1,03,1,IMB
BSIMB000363,99,CES,CENTRO DE SALUD CON SERVICIOS AMPLIADOS CABO SAN LUCAS,1,03,1,IMB
BSIMB000375,99,E,CENTRO DE SALUD LOS VENADOS. CABO SAN LUCAS,1,03,1,IMB
BSIMB000380,99,B,CENTRO DE SALUD MIRAFLORES,1,03,1,IMB
BSIMB000392,99,D,CENTRO DE SALUD LA PLAYA,1,03,1,IMB
BSIMB000404,99,E,CENTRO DE SALUD SAN JOSÉ VIEJO,1,03,1,IMB
BSIMB000416,99,E,CENTRO DE SALUD SANTA ANITA,1,03,1,IMB
BSIMB000421,99,D,CENTRO DE SALUD SANTA CATARINA,1,03,1,IMB
BSIMB000433,99,B,CENTRO DE SALUD SANTIAGO,1,03,1,IMB
BSIMB000445,99,D,CENTRO DE SALUD SAN BERNABÉ,1,03,1,IMB
BSIMB000450,99,G,"CENTRO DE SALUD LOMAS DEL SOL, CABO SAN LUCAS",1,03,1,IMB
BSIMB000462,99,E,"CENTRO DE SALUD LOS CANGREJOS, CABO SAN LUCAS",1,03,1,IMB
BSIMB000474,99,H,CENTRO DE SALUD EL ZACATAL,1,03,1,IMB
BSIMB000486,99,F,CENTRO DE SALUD SANTA ROSA,1,03,1,IMB
BSIMB000491,99,D,"CENTRO DE SALUD MARQUEZ DE LEÓN, LA PAZ",1,03,1,IMB
BSIMB000503,99,N,HOSPITAL COMUNITARIO DE LORETO,1,03,2,IMB
BSIMB000515,99,G,"CENTRO DE SALUD EL CARIBE, CABO SAN LUCAS",1,03,1,IMB
BSIMB000520,UNE06,UNE,UNEME HEMODIÁLISIS,1,03,1,IMB
BSIMB000532,99,A,CENTRO DE SALUD SAN MIGUEL DE COMONDÚ,1,03,1,IMB
BSIMB000544,99,P,U.M. NO. 5. CARAVANA T-2 CIUDAD CONSTITUCIÓN,1,03,1,IMB
BSIMB000556,99,P,U.M. NO. 8. CARAVANA T-2 EMILIANO ZAPATA,1,03,1,IMB
BSIMB000561,UNE15,UNE,CENTRO COMUNITARIO DE SALUD MENTAL Y ADICCIONES COMUNDÚ,1,03,1,IMB
BSIMB000573,UNE15,UNE,CENTRO COMUNITARIO DE SALUD MENTAL Y ADICCIONES GUERRERO NEGRO,1,03,1,IMB
BSIMB000585,UNE15,UNE,CENTRO COMUNITARIO DE SALUD MENTAL Y ADICCIONES SANTA ROSALÍA,1,03,1,IMB
BSIMB000590,UNE15,UNE,CENTRO COMUNITARIO DE SALUD MENTAL Y ADICCIONES LA PAZ,1,03,1,IMB
BSIMB000602,UNE15,UNE,CENTRO COMUNITARIO DE SALUD MENTAL Y ADICCIONES LOS CABOS,1,03,1,IMB
BSIMB000614,UNE15,UNE,CENTRO COMUNITARIO DE SALUD MENTAL Y ADICCIONES LORETO,1,03,1,IMB
BSIMB000626,UNE01,UNE,SALUD MENTAL LA PAZ,1,03,1,IMB
BSIMB000631,UNE01,UNE,SALUD MENTAL SAN JOSÉ DEL CABO,1,03,1,IMB
BSIMB000643,99,M,HOSPITAL GENERAL DE CABO SAN LUCAS,1,03,2,IMB
BSIMB000655,99,P,U.M. NO. 14. CARAVANA T-1 LA PAZ,1,03,1,IMB
BSIMB000660,99,P,U.M. NO. 2. CARAVANA T-1 LA PLAYA,1,03,1,IMB
BSIMB000672,99,M,B. HOSPITAL GENERAL CON ESPECIALIDADES JUAN MARÍA DE SALVATIERRA,1,03,2,IMB
BSIMB000684,99,C,CENTRO DE SALUD LA RIBERA,1,03,1,IMB
BSIMB000696,99,D,CENTRO DE SALUD AGUA ESCONDIDA,1,03,1,IMB
BSIMB000701,99,H,CENTRO DE SALUD EL CALANDRIO,1,03,1,IMB
BSIMB000713,T02,T,CLINICA DE AYUDA PARA DEJAR DE FUMAR,1,03,1,IMB
BSIMB000725,99,Q,CENTRO DE SALUD DR. FRANCISCO CARDOZA CARBALLO,1,03,1,IMB
BSIMB000730,99,F,CENTRO DE SALUD LEONARDO GASTELUM,1,03,1,IMB
BSIMB000742,UNE99,UNE,CENTRO REGIONAL DE DESARROLLO INFANTIL CEREDI LA PAZ,1,03,1,IMB
BSIMB000754,99,M,HOSPITAL GENERAL DE CIUDAD CONSTITUCIÓN,1,03,2,IMB
BSIMB000766,UNE07,UNE,"CENTRO ESTATAL DE ONCOLOGÍA ""DR. RUBÉN CARDOZA MACÍAS""",1,03,1,IMB
BSIMB000771,99,CES,CENTRO DE SALUD CON SERVICIOS AMPLIADOS TODOS SANTOS,1,03,1,IMB
BSIMB000783,99,Y,HOSPITAL PSIQUIÁTRICO DE BAJA CALIFORNIA SUR,1,03,2,IMB
BSIMB000800,99,A,CENTRO DE SALUD EL CARRIZAL,1,03,1,IMB
BSIMB000812,99,M,HOSPITAL GENERAL DE SANTA ROSALÍA,1,03,2,IMB
BSIMB000824,99,OFI,COORDINACIÓN ESTATAL IMSS BIENESTAR BAJA CALIFORNIA SUR,1,03,3,IMB
BSSSA000740,99,OFI,OFICINA DE PROTECCIÓN CONTRA RIESGOS SANITARIOS,1,03,3,SSA
BSSSA000806,JUR01,OFI,JURISDICCIÓN SANITARIA 1 COMONDÚ Y LORETO,1,03,3,SSA
BSSSA000835,JUR01,OFI,JURISDICCIÓN SANITARIA 2 MULEGÉ,1,03,3,SSA
BSSSA000852,99,LAB,LABORATORIO ESTATAL DE SALUD PUBLICA,1,03,3,SSA
BSSSA000876,EST01,OFI,OFICINA ADMINISTRATIVA CENTRAL,1,03,3,SSA
BSSSA000881,JUR01,OFI,JURISDICCIÓN SANITARIA 3 LA PAZ,1,03,3,SSA
BSSSA000910,JUR01,OFI,JURISDICCIÓN SANITARIA 4 LOS CABOS,1,03,3,SSA
BSSSA000945,UNE03,UNE,UNEME CAPASITS CABO SAN LUCAS,1,03,1,SSA
BSSSA000962,UNE03,UNE,UNEME CAPASITS LA PAZ,1,03,1,SSA
BSSSA001266,99,OFI,CENTRO ESTATAL DE SALUD MENTAL Y ADICCIONES,1,03,3,SSA
BSSSA001395,99,OFI,ADMINISTRACIÓN DE LA BENEFICENCIA PÚBLICA DEL ESTADO DE BAJA CALIFORNIA SUR,1,03,3,SSA
BSSSA001413,99,OFI,SINDICATO NACIONAL DE TRABAJADORES DE LA SECRETARÍA DE SALUD (SNTSA) SECCIÓN 61,1,03,3,SSA
BSSSA001422,99,OFI,COMISIÓN ESTATAL PARA LA PROTECCIÓN CONTRA RIESGOS SANITARIOS,1,03,3,SSA
BSSSA001431,99,OFI,COORDINACIÓN PARA LA PROTECCIÓN CONTRA RIESGOS SANITARIOS EN MULEGE,1,03,3,SSA
BSSSA001440,99,OFI,COORDINACIÓN PARA LA PROTECCIÓN CONTRA RIESGOS SANITARIOS EN LA PAZ,1,03,3,SSA
BSSSA001452,99,OFI,COORDINACIÓN PARA LA PROTECCIÓN CONTRA RIESGOS SANITARIOS EN COMONDU,1,03,3,SSA
BSSSA001464,99,OFI,COORDINACIÓN PARA LA PROTECCIÓN CONTRA RIESGOS SANITARIOS EN LOS CABOS,1,03,3,SSA
BSSSA001580,99,P,SERVICIO AMIGABLE ITINERANTE EDUSEX,1,03,1,SSA
BSSSA001604,99,P,UNIDAD MÓVIL TIPO 0 LOS DOLORES,1,03,3,SSA
BSSSA001616,99,P,U.M. NO. 12. CARAVANA T-0 HEROICA MULEGÉ,1,03,3,SSA
BSSSA001621,99,P,U.M. NO. 10. CARAVANA T-0 LORETO,1,03,3,SSA
BSSSA001633,99,P,U.M. NO. 13. CARAVANA T-0 LAS POCITAS,1,03,3,SSA
BSSSA001645,UM03,P,UNIDAD MÓVIL DE DONACIÓN VOLUNTARIA Y ALTRUISTA DE SANGRE,1,03,3,SSA
CCIMB000015,99,E,CENTRO DE SALUD BACABCHÉN,1,04,1,IMB
CCIMB000020,99,E,CENTRO DE SALUD BÉCAL,1,04,1,IMB
CCIMB000032,99,E,CENTRO DE SALUD NUNKINÍ,1,04,1,IMB
CCIMB000044,99,A,CENTRO DE SALUD SAN ANTONIO SAHCABCHÉN,1,04,1,IMB
CCIMB000056,99,A,CENTRO DE SALUD SANTA CRUZ EX HACIENDA,1,04,1,IMB
CCIMB000061,99,A,CENTRO DE SALUD SANTA CRUZ PUEBLO,1,04,1,IMB
CCIMB000073,99,O,HOSPITAL DR. MANUEL CAMPOS,1,04,2,IMB
CCIMB000085,99,S,CENTRO DE SALUD DR. WILBERTH ESCALANTE,1,04,1,IMB
CCIMB000090,99,A,CENTRO DE SALUD BETHANIA,1,04,1,IMB
CCIMB000102,99,A,CENTRO DE SALUD CASTAMAY,1,04,1,IMB
CCIMB000114,99,B,CENTRO DE SALUD HAMPOLOL,1,04,1,IMB
CCIMB000126,99,B,CENTRO DE SALUD IMÍ,1,04,1,IMB
CCIMB000131,99,A,CENTRO DE SALUD NILCHÍ,1,04,1,IMB
CCIMB000143,99,Y,HOSPITAL PSIQUIÁTRICO DE CAMPECHE,1,04,2,IMB
CCIMB000155,99,A,CENTRO DE SALUD KOBÉN,1,04,1,IMB
CCIMB000160,99,B,CENTRO DE SALUD TIKINMUL,1,04,1,IMB
CCIMB000172,99,M,H.G. MA. SOCORRO QUIROGA AGUILAR,1,04,2,IMB
CCIMB000184,99,A,CENTRO DE SALUD PUERTO RICO,1,04,1,IMB
CCIMB000196,99,A,CENTRO DE SALUD ABELARDO L. RODRÍGUEZ,1,04,1,IMB
CCIMB000201,99,B,CENTRO DE SALUD CHICBUL,1,04,1,IMB
CCIMB000213,99,CAP,CENTRO AVANZADO DE ATENCIÓN PRIMARIA A LA SALUD SAN ANTONIO CÁRDENAS,1,04,1,IMB
CCIMB000225,99,E,CENTRO DE SALUD ISLA AGUADA,1,04,1,IMB
CCIMB000230,99,A,CENTRO DE SALUD EMILIANO ZAPATA,1,04,1,IMB
CCIMB000242,99,A,CENTRO DE SALUD LA CRISTALINA,1,04,1,IMB
CCIMB000254,99,A,CENTRO DE SALUD OJO DE AGUA,1,04,1,IMB
CCIMB000266,99,N,"HOSPITAL COMUNITARIO DE CHAMPOTÓN ""DR.JOSÉ E. NAZAR RAIDEN""",1,04,2,IMB
CCIMB000271,99,G,CENTRO DE SALUD CHAMPOTÓN,1,04,1,IMB
CCIMB000283,99,A,CENTRO DE SALUD AQUILES SERDÁN (CHUINA),1,04,1,IMB
CCIMB000295,99,A,CENTRO DE SALUD HOOL,1,04,1,IMB
CCIMB000300,99,A,CENTRO DE SALUD MOQUEL,1,04,1,IMB
CCIMB000312,99,A,CENTRO DE SALUD SAN PABLO PIXTÚN,1,04,1,IMB
CCIMB000324,99,A,CENTRO DE SALUD REVOLUCIÓN,1,04,1,IMB
CCIMB000336,99,E,CENTRO DE SALUD SIHOCHAC,1,04,1,IMB
CCIMB000341,99,E,CENTRO DE SALUD VILLAMADERO,1,04,1,IMB
CCIMB000353,99,A,CENTRO DE SALUD XBACAB,1,04,1,IMB
CCIMB000365,99,A,CENTRO DE SALUD XKEULIL,1,04,1,IMB
CCIMB000370,99,A,CENTRO DE SALUD ULUMAL,1,04,1,IMB
CCIMB000382,99,E,CENTRO DE SALUD LEY FEDERAL DE REFORMA AGRARIA,1,04,1,IMB
CCIMB000394,99,A,CENTRO DE SALUD 5 DE FEBRERO,1,04,1,IMB
CCIMB000406,99,A,CENTRO DE SALUD PIXOYAL,1,04,1,IMB
CCIMB000411,99,A,CENTRO DE SALUD VILLA DE GUADALUPE SAN DIMAS,1,04,1,IMB
CCIMB000423,99,A,CENTRO DE SALUD MIGUEL COLORADO,1,04,1,IMB
CCIMB000435,99,A,CENTRO DE SALUD POC-BOC,1,04,1,IMB
CCIMB000440,99,F,CENTRO DE SALUD POMUCH,1,04,1,IMB
CCIMB000452,99,B,CENTRO DE SALUD DZIBALCHÉN,1,04,1,IMB
CCIMB000464,99,E,CENTRO DE SALUD VICENTE GUERRERO (ITURBIDE),1,04,1,IMB
CCIMB000476,99,A,CENTRO DE SALUD SAN ANTONIO YAXCHE,1,04,1,IMB
CCIMB000481,99,B,CENTRO DE SALUD UKUM,1,04,1,IMB
CCIMB000493,99,A,CENTRO DE SALUD XCAN HA,1,04,1,IMB
CCIMB000505,99,B,CENTRO DE SALUD EL JUNCAL,1,04,1,IMB
CCIMB000510,99,A,CENTRO DE SALUD RIBERA DE TILA,1,04,1,IMB
CCIMB000522,99,A,CENTRO DE SALUD RIBERA SANTA ISABEL,1,04,1,IMB
CCIMB000534,99,A,CENTRO DE SALUD TINÚN,1,04,1,IMB
CCIMB000546,99,K,CENTRO DE SALUD ESCÁRCEGA,1,04,1,IMB
CCIMB000551,99,F,CENTRO DE SALUD DIVISIÓN DEL NORTE,1,04,1,IMB
CCIMB000563,99,A,CENTRO DE SALUD HARO,1,04,1,IMB
CCIMB000575,99,A,CENTRO DE SALUD EJIDO KM-36,1,04,1,IMB
CCIMB000580,99,A,CENTRO DE SALUD LUNA,1,04,1,IMB
CCIMB000592,99,A,CENTRO DE SALUD NUEVO PROGRESO II,1,04,1,IMB
CCIMB000604,99,A,CENTRO DE SALUD LA VICTORIA,1,04,1,IMB
CCIMB000616,99,A,C.S.ALTAMIRA DE ZINÁPARO (NUEVO ZINAPARO),1,04,1,IMB
CCIMB000621,99,A,CENTRO DE SALUD ADOLFO LÓPEZ MATEOS,1,04,1,IMB
CCIMB000633,99,A,CENTRO DE SALUD BENITO JUÁREZ III,1,04,1,IMB
CCIMB000645,99,B,CENTRO DE SALUD JÓSE MARIA MORELOS Y PAVÓN O CIVALITO,1,04,1,IMB
CCIMB000650,99,B,CENTRO DE SALUD JOSÉFA ORTÍZ DE DOMÍNGUEZ,1,04,1,IMB
CCIMB000662,99,A,CENTRO DE SALUD LEY DE FTO. AGROPECUARIO,1,04,1,IMB
CCIMB000674,99,N,HOSPITAL COMUNITARIO DE CANDELARIA,1,04,2,IMB
CCIMB000686,99,A,CENTRO DE SALUD SAN JUAN ARROYO,1,04,1,IMB
CCIMB000691,99,A,CENTRO DE SALUD BENITO JUÁREZ I,1,04,1,IMB
CCIMB000703,99,B,CENTRO DE SALUD EL DESENGAÑO,1,04,1,IMB
CCIMB000715,99,A,CENTRO DE SALUD LA ESMERALDA,1,04,1,IMB
CCIMB000720,99,A,CENTRO DE SALUD MIGUEL ALEMÁN,1,04,1,IMB
CCIMB000732,99,B,CENTRO DE SALUD MIGUEL HIDALGO,1,04,1,IMB
CCIMB000744,99,A,CENTRO DE SALUD MONCLOVA,1,04,1,IMB
CCIMB000761,99,A,CENTRO DE SALUD PABLO TORRES BURGOS,1,04,1,IMB
CCIMB000773,99,A,CENTRO DE SALUD PARAÍSO NUEVO,1,04,1,IMB
CCIMB000785,99,A,CENTRO DE SALUD PEDRO BARANDA,1,04,1,IMB
CCIMB000790,99,G,CENTRO DE SALUD SAMULA,1,04,1,IMB
CCIMB000802,99,G,CENTRO DE SALUD SASCALUM,1,04,1,IMB
CCIMB000814,99,G,CENTRO DE SALUD POLVORÍN,1,04,1,IMB
CCIMB000826,99,K,CENTRO DE SALUD MORELOS,1,04,1,IMB
CCIMB000831,99,N,HOSPITAL COMUNITARIO DE HOPELCHEN,1,04,2,IMB
CCIMB000843,99,F,CENTRO DE SALUD NUEVO PROGRESO,1,04,1,IMB
CCIMB000855,99,B,CENTRO DE SALUD AGUACATAL,1,04,1,IMB
CCIMB000860,99,G,CENTRO DE SALUD DE DZITBALCHÉ,1,04,1,IMB
CCIMB000872,99,G,CENTRO DE SALUD LERMA,1,04,1,IMB
CCIMB000884,99,B,CENTRO DE SALUD DE ISLA ARENA,1,04,1,IMB
CCIMB000896,UNE01,UNE,UNIDAD DE ESPECIALIDAD MEDICA CENTRO INTEGRAL DE SALUD MENTAL UNEME CISAME,1,04,1,IMB
CCIMB000901,99,G,CENTRO DE SALUD HECELCHAKÁN,1,04,1,IMB
CCIMB000913,99,CES,CENTRO DE SALUD CON SERVICIOS AMPLIADOS DE SEYBAPLAYA,1,04,1,IMB
CCIMB000925,99,F,CENTRO DE SALUD ATASTA,1,04,1,IMB
CCIMB000930,99,S,CENTRO DE SALUD CARMEN,1,04,1,IMB
CCIMB000942,99,N,HOSPITAL DE PALIZADA,1,04,2,IMB
CCIMB000954,99,A,CENTRO DE SALUD VENUSTIANO CARRANZA,1,04,1,IMB
CCIMB000966,99,N,HOSPITAL DE SABANCUY,1,04,2,IMB
CCIMB000971,99,E,CENTRO DE SALUD BOLONCHEN DE REJÓN,1,04,1,IMB
CCIMB000983,99,A,CENTRO DE SALUD ESTADO DE MEXICO,1,04,1,IMB
CCIMB000995,99,G,CENTRO DE SALUD DE TENABO,1,04,1,IMB
CCIMB001000,UNE99,UNE,CENTRO REGIONAL DE DESARROLLO INFANTIL Y ESTIMULACIÓN TEMPRANA (CEREDI),1,04,1,IMB
CCIMB001164,99,N,HOSPITAL INTEGRAL XPUJIL,1,04,2,IMB
CCIMB001181,99,P,UNIDAD MÉDICA MÓVIL P-27,1,04,3,IMB
CCIMB001193,99,P,UNIDAD MÉDICA MÓVIL P-28,1,04,3,IMB
CCIMB001205,99,P,UNIDAD MÉDICA MÓVIL P-29,1,04,3,IMB
CCIMB001234,99,P,UNIDAD MÉDICA MÓVIL P-32,1,04,3,IMB
CCIMB001251,99,P,UNIDAD MÉDICA MÓVIL P-34,1,04,3,IMB
CCIMB001263,99,P,UNIDAD MÉDICA MÓVIL P-35,1,04,3,IMB
CCIMB001292,99,P,UNIDAD MEDICA MOVIL P-40 NUEVO COMALCALCO,1,04,3,IMB
CCIMB001304,99,P,UNIDAD MEDICA MOVIL P-45 XCUPIL,1,04,3,IMB
CCIMB001316,99,P,UNIDAD MEDICA MOVIL P-46 LAGUNA LA PERDIDA,1,04,3,IMB
CCIMB001321,99,P,UNIDAD MEDICA MOVIL P-47 SOLIDARIDAD,1,04,3,IMB
CCIMB001333,99,P,UNIDAD MEDICA MOVIL P-48 EL TESORO,1,04,3,IMB
CCIMB001345,99,P,UNIDAD MEDICA MOVIL P-49 NUEVO CAMPECHITO,1,04,3,IMB
CCIMB001362,99,N,HOSPITAL INTEGRAL DE CALKINÍ,1,04,2,IMB
CCIMB001374,99,P,UNIDAD MÉDICA MÓVIL P-38,1,04,3,IMB
CCIMB001386,99,P,UNIDAD MEDICO MOVIL P-39,1,04,3,IMB
CCIMB001403,99,P,UNIDAD MEDICA MOVIL HECTOR PEREZ MORALES P-42,1,04,1,IMB
CCIMB001415,99,P,UNIDAD MÉDICA MÓVIL SANTO DOMINGO P-43,1,04,1,IMB
CCIMB001420,99,P,UNIDAD MÉDICA MÓVIL INDEPENDENCIA P-44,1,04,1,IMB
CCIMB001432,T07,T,CEO: CENTRO ESTATAL DE ONCOLOGÍA DE CAMPECHE,1,04,1,IMB
CCIMB001444,UNE15,UNE,CENTRO COMUNITARIO DE SALUD MENTAL Y ADICCIONES CAMPECHE,1,04,1,IMB
CCIMB001456,UNE15,UNE,CENTRO COMUNITARIO DE SALUD MENTAL Y ADICCIONES CARMEN,1,04,1,IMB
CCIMB001461,UNE15,UNE,CENTRO COMUNITARIO DE SALUD MENTAL Y ADICCIONES CANDELARIA,1,04,1,IMB
CCIMB001473,UNE15,UNE,CENTRO COMUNITARIO DE SALUD MENTAL Y ADICCIONES ESCÁRCEGA,1,04,1,IMB
CCIMB001485,UNE04,UNE,UNEME SORYD CIUDAD DEL CARMEN,1,04,1,IMB
CCIMB001490,UNE04,UNE,UNEME SORYD CAMPECHE,1,04,1,IMB
CCIMB001502,99,P,UNIDAD MEDICA MÓVIL VEINTIUNO DE MAYO P-50,1,04,1,IMB
CCIMB001514,99,P,UNIDAD MÉDICA MÓVIL SANTA ROSA P-51,1,04,1,IMB
CCIMB001526,99,O,HOSPITAL GENERAL DE ESPECIALIDADES DR. JAVIER BUENFIL OSORIO,1,04,2,IMB
CCIMB001531,99,M,HOSPITAL GENERAL DE ESCARCEGA DR. JANELL ROMERO AGUILAR,1,04,2,IMB
CCIMB001543,UNE11,UNE,UNEME DEDICAM,1,04,1,IMB
CCIMB001555,99,B,CENTRO DE SALUD EL NARANJO,1,04,1,IMB
CCSSA000112,99,OFI,EDIFICIO ADMINISTRATIVO DE LA SECRETARIA ESTATAL DE SALUD DEL PODER EJECUTIVO DEL ESTADO DE CAMPECHE,1,04,3,SSA
CCSSA001780,99,OFI,RÉGIMEN ESTATAL DE PROTECCIÓN SOCIAL EN SALUD EN CAMPECHE,1,04,3,SSA
CCSSA002025,99,OTR_,CENTRO ESTATAL DE VACUNOLOGIA,1,04,3,SSA
CCSSA002034,99,OFI,COMISIÓN DE ARBITRAJE MÉDICO DEL ESTADO DE CAMPECHE,1,04,3,SSA
CCSSA002113,99,P,SERVICIO AMIGABLE ITINERANTE EDUSEX,1,04,1,SSA
CCSSA017292,99,OFI,OFICINAS ESTATALES (FEDERAL),1,04,3,SSA
CCSSA017304,99,OFI,OFICINAS ESTATALES (ESTATAL),1,04,3,SSA
CCSSA017316,EST02,OFI,OFICINAS JURISDICCIONALES,1,04,3,SSA
CCSSA017321,JUR01,OFI,OFICINAS JURISDICCIONALES,1,04,3,SSA
CCSSA017333,JUR01,OFI,OFICINAS JURISDICCIONALES,1,04,3,SSA
CCSSA017350,99,OFI,OFICINAS ALMACÉN,1,04,3,SSA
CCSSA017386,99,LAB,LABORATORIO ESTATAL DE SALUD PUBLICA,1,04,3,SSA
CCSSA017426,UNE03,UNE,UNEME CAPASITS,1,04,1,SSA
CCSSA017501,UNE03,UNE,UNEME CAPASITS CAMPECHE,1,04,1,SSA
CCSSA017711,99,T,"SISTEMA DE ATENCIÓN A NIÑOS, NIÑAS Y ADOLESCENTES FARMACODEPENDIENTES DEL ESTADO DE CAMPECHE ""VIDA NUEVA""",1,04,1,SSA
CCSSA017723,99,P,UNIDAD MOVIL DE EXTENSIÓN DE COBERTURA,1,04,3,SSA
CCSSA017735,99,P,UNIDAD MOVIL DE EXTENSIÓN DE COBERTURA,1,04,3,SSA
CCSSA017740,99,P,UNIDAD MOVIL DE EXTENSIÓN DE COBERTURA,1,04,3,SSA
CCSSA017752,99,P,UNIDAD MOVIL DE EXTENSIÓN DE COBERTURA,1,04,3,SSA
CCSSA017764,99,P,UNIDAD MOVIL DE EXTENSIÓN DE COBERTURA,1,04,3,SSA
CCSSA017776,99,P,UNIDAD MOVIL DE EXTENSIÓN DE COBERTURA,1,04,3,SSA
CCSSA017781,99,P,UNIDAD MOVIL DE EXTENSIÓN DE COBERTURA,1,04,3,SSA
CCSSA017793,99,P,UNIDAD MOVIL DE EXTENSIÓN DE COBERTURA,1,04,3,SSA
CCSSA017805,99,P,UNIDAD MOVIL DE EXTENSIÓN DE COBERTURA,1,04,3,SSA
CCSSA017810,99,P,UNIDAD MOVIL DE EXTENSIÓN DE COBERTURA,1,04,3,SSA
CHSMM000041,99,99,CENTRO DE DESARROLLO COMUNITARIO CDC REPÚBLICA,1,08,1,SMM
CHSMM000053,99,99,CENTRO DE DESARROLLO COMUNITARIO AURORA AGUIRRE NUÑEZ,1,08,1,SMM
CHSMM000065,99,99,CENTRO DE DESARROLLO COMUNITARIO TIERRA NUEVA CONS MED,1,08,1,SMM
CHSSA000075,99,A,CENTRO DE SALUD GUADALUPE VICTORIA,1,08,1,SSA
CHSSA000080,99,E,CENTRO DE SALUD PUERTO PALOMAS,1,08,1,SSA
CHSSA000104,99,A,CENTRO DE SALUD FRANCISCO I. MADERO,1,08,1,SSA
CHSSA000203,99,A,CENTRO DE SALUD KÍRARE,1,08,1,SSA
CHSSA000215,99,A,CENTRO DE SALUD SAN IGNACIO,1,08,1,SSA
CHSSA000261,99,A,CENTRO DE SALUD PANALACHI,1,08,1,SSA
CHSSA000343,99,F,CENTRO DE SALUD EJIDO BENITO JUÁREZ,1,08,1,SSA
CHSSA000355,99,D,CENTRO DE SALUD RICARDO FLORES MAGÓN,1,08,1,SSA
CHSSA000360,99,D,CENTRO DE SALUD EJIDO CONSTITUCIÓN,1,08,1,SSA
CHSSA000372,99,M,HOSPITAL GENERAL DE CAMARGO,1,08,2,SSA
